,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,SALES_PRICE,AGE_YEARS
3465,1,1094,1,1,3,1,2,0,0,1,7716505,26
3466,6,1796,1,1,4,1,1,1,0,6,12892760,32
3467,2,946,1,1,3,0,1,2,1,5,7812550,20
3468,3,1697,2,1,4,0,2,2,2,4,9586150,55
3469,5,1813,2,1,5,0,2,1,1,4,12195890,40
3470,4,1656,2,1,4,1,1,1,2,6,11574940,7
3471,5,1738,1,1,4,1,0,2,1,6,21194540,12
3472,2,1155,1,1,3,1,1,2,0,6,9782000,4
3473,2,768,1,1,2,0,2,1,0,5,6633410,31
3474,3,1818,3,2,5,1,2,1,0,1,8563860,47
3475,1,1199,1,1,3,0,2,0,2,4,9882100,20
3476,5,1658,1,1,4,0,0,0,0,6,17622540,42
3477,4,2034,3,2,5,1,1,2,2,6,12823400,10
3478,5,1899,2,1,5,1,1,0,0,5,12511230,29
3479,4,1621,2,1,4,1,0,1,2,6,16197860,13
3480,3,1660,2,1,4,1,2,1,1,1,9311620,10
3481,0,1037,1,1,3,1,0,2,2,0,8090500,49
3482,2,868,1,1,3,0,2,1,0,5,7589010,6
3483,0,783,1,1,2,1,1,2,1,6,7101750,47
3484,3,1642,2,1,4,0,0,1,2,6,15340410,28
3485,5,1618,1,1,4,1,1,1,0,4,11040310,28
3486,3,1645,2,1,4,0,1,1,2,5,9287430,43
3487,0,1150,1,1,3,0,2,1,0,1,5100250,20
3488,4,2186,3,2,5,1,2,2,2,6,14088220,14
3489,3,1911,3,2,5,0,0,1,2,5,15569210,52
3490,2,1058,1,1,3,1,1,1,0,4,7545650,35
3491,6,1720,1,1,4,1,1,2,0,5,12123360,33
3492,4,1719,2,1,4,1,1,1,1,6,10622400,10
3493,2,1191,1,1,3,1,0,2,1,4,13355600,40
3494,5,1903,2,1,5,0,2,1,0,5,13191580,27
3495,2,1039,1,1,3,1,1,2,0,5,8743700,26
3496,1,816,1,1,3,0,1,0,2,0,5742295,12
3497,6,1848,2,1,5,1,0,1,1,6,22022260,23
3498,1,931,1,1,3,0,0,0,0,4,10617420,8
3499,4,2062,3,2,5,1,1,2,1,4,10908000,20
3500,3,1894,3,2,5,1,0,1,0,0,13640240,26
3501,0,1474,2,2,4,0,2,1,2,2,7675500,25
3502,0,968,1,1,3,0,1,1,0,5,5801000,12
3503,6,1827,2,1,5,0,1,1,1,6,13258680,14
3504,2,709,1,1,2,0,1,1,1,6,7676450,14
3505,5,1983,2,1,5,1,2,1,1,4,14603420,29
3506,4,1464,2,1,4,0,0,2,1,4,12009660,13
3507,1,1290,2,2,4,0,2,2,1,0,8545605,26
3508,0,558,1,1,2,1,0,0,2,5,7818500,41
3509,4,1863,3,2,5,0,2,2,1,6,11935020,8
3510,1,1199,1,1,3,1,0,2,0,1,12569065,31
3511,6,1631,1,1,4,1,0,2,2,4,19090950,40
3512,3,1576,2,1,4,1,2,1,0,0,7740130,24
3513,2,1148,1,1,3,1,2,0,2,6,11074760,28
3514,5,1792,1,1,4,1,0,0,1,5,20823790,6
3515,6,1808,2,1,5,0,1,1,2,5,12893440,16
3516,6,1877,2,1,5,0,1,2,2,5,13575290,12
3517,3,1760,2,1,4,1,2,1,1,6,12544800,4
3518,2,966,1,1,3,0,0,1,1,4,10458600,36
3519,0,979,1,1,3,1,2,1,2,4,7737625,40
3520,2,1044,1,1,3,0,1,2,1,5,8595800,8
3521,1,1180,1,1,3,0,0,2,1,5,14166140,16
3522,2,1095,1,1,3,1,2,1,2,5,10209650,33
3523,2,1202,2,1,4,0,2,2,0,6,10428940,4
3524,1,691,1,1,2,1,0,0,2,2,9987005,26
3525,0,1313,1,1,3,0,0,0,0,6,10554000,23
3526,1,625,1,1,2,0,0,0,1,4,8739100,40
3527,4,1933,3,2,5,0,0,1,2,5,15479240,22
3528,0,681,1,1,2,1,1,2,0,6,6434750,43
3529,0,636,1,1,2,0,2,2,0,4,4706750,27
3530,5,1718,1,1,4,1,1,0,2,6,14419380,13
3531,0,1086,1,1,3,1,1,1,0,5,6898750,45
3532,2,845,1,1,3,0,0,1,0,5,10081500,10
3533,5,1774,1,1,4,1,2,1,0,6,14046370,29
3534,5,1730,1,1,4,0,1,2,2,5,12120330,34
3535,2,1180,1,1,3,0,1,1,1,5,8937450,35
3536,3,1607,2,1,4,0,0,0,1,5,13758930,24
3537,1,1182,1,1,3,0,0,1,0,5,13205875,5
3538,6,1539,1,1,4,0,0,1,2,4,17061540,32
3539,0,1636,2,2,4,0,2,2,0,0,5624750,34
3540,0,1088,1,1,3,0,2,1,1,4,6368000,32
3541,0,1229,1,1,3,1,1,2,2,4,8019500,19
3542,1,848,1,1,3,0,2,1,2,0,6618400,19
3543,2,1209,2,1,4,1,0,2,2,4,14878750,4
3544,4,2041,3,2,5,0,1,1,1,4,9625180,19
3545,1,618,1,1,2,0,2,1,2,0,5546495,13
3546,5,1750,1,1,4,0,1,1,2,5,11997230,34
3547,5,1816,2,1,5,0,2,0,0,6,13275240,17
3548,0,793,1,1,2,0,2,1,0,2,4398625,20
3549,3,1737,2,1,4,0,0,2,2,1,13296730,33
3550,1,658,1,1,2,0,1,2,0,0,4479770,18
3551,1,1219,2,2,4,0,2,0,1,6,11155480,12
3552,0,1272,1,1,3,0,0,2,2,4,10279750,37
3553,2,919,1,1,3,1,1,0,2,5,8984050,22
3554,5,1741,1,1,4,0,2,2,0,5,12133700,36
3555,5,1984,2,1,5,0,2,0,1,6,15185240,26
3556,4,2202,3,2,5,1,0,2,1,6,18670480,14
3557,1,630,1,1,2,1,2,1,2,1,7385285,19
3558,4,1344,2,1,4,0,0,2,1,6,13112560,8
3559,0,915,1,1,3,0,0,2,0,1,5858250,43
3560,3,1884,3,2,5,0,1,1,0,1,6860970,50
3561,6,1989,2,1,5,0,1,0,1,5,12677940,37
3562,1,730,1,1,2,1,1,1,2,4,7779515,21
3563,2,1081,1,1,3,1,1,0,1,5,8721550,33
3564,2,1198,1,1,3,1,0,0,1,4,13776050,14
3565,2,927,1,1,3,0,1,2,0,6,8134850,15
3566,3,1611,2,1,4,0,1,1,2,5,9281280,24
3567,1,655,1,1,2,1,0,2,1,5,11399205,7
3568,3,1634,2,1,4,1,0,1,2,2,14906280,19
3569,4,1762,2,1,4,0,0,1,1,6,14646760,27
3570,4,2049,3,2,5,0,1,2,1,4,10019420,10
3571,3,1711,2,1,4,0,0,2,2,4,14547070,25
3572,4,1807,3,2,5,1,0,1,1,6,15929660,23
3573,0,591,1,1,2,1,0,1,0,5,7142250,31
3574,6,1827,2,1,5,1,0,2,0,5,20555760,13
3575,1,789,1,1,2,1,0,0,0,4,10584775,25
3576,1,1299,2,2,4,0,0,0,2,6,15815700,40
3577,1,786,1,1,2,0,2,0,2,4,7414265,31
3578,3,1726,2,1,4,1,1,0,1,0,7662340,42
3579,6,1790,1,1,4,1,2,1,1,5,14241820,21
3580,1,691,1,1,2,0,1,0,0,2,5125790,26
3581,4,1405,2,1,4,1,2,1,1,5,10084320,11
3582,1,1009,1,1,3,1,0,1,1,4,13215865,10
3583,5,1525,1,1,4,1,0,2,2,6,19571820,31
3584,3,1847,3,2,5,1,1,1,2,5,11256610,12
3585,2,1250,2,1,4,1,0,1,1,6,15556750,16
3586,0,804,1,1,2,1,2,1,0,2,5903750,6
3587,4,2117,3,2,5,1,2,1,1,5,12416100,17
3588,4,2018,3,2,5,1,2,1,2,5,12554380,21
3589,2,942,1,1,3,0,2,0,1,4,7567040,26
3590,1,777,1,1,2,1,2,1,0,6,8517175,25
3591,6,1695,1,1,4,1,1,1,2,4,13209090,22
3592,1,902,1,1,3,0,0,1,2,1,10556375,5
3593,3,1904,3,2,5,0,2,0,1,0,8504780,24
3594,5,1536,1,1,4,0,2,1,0,4,10245090,42
3595,0,827,1,1,2,1,2,1,2,5,8307375,16
3596,3,1553,2,1,4,0,1,1,2,0,6524930,54
3597,2,768,1,1,2,1,1,1,0,4,7171850,19
3598,2,1245,2,1,4,0,0,2,1,6,14686600,8
3599,3,1662,2,1,4,1,2,0,1,0,8427850,30
3600,4,1958,3,2,5,0,1,2,2,5,10676820,20
3601,4,2281,4,2,6,1,0,1,2,5,19171860,13
3602,3,1908,3,2,5,1,1,1,0,1,8466820,35
3603,1,916,1,1,3,1,2,0,0,6,9379310,34
3604,2,1101,1,1,3,1,1,1,0,4,8410150,9
3605,5,1518,1,1,4,1,2,0,0,5,12430300,33
3606,1,1049,1,1,3,1,0,0,0,1,11139700,20
3607,0,736,1,1,2,1,1,2,0,5,6304750,29
3608,1,693,1,1,2,0,1,1,2,5,8013720,8
3609,5,1802,2,1,5,0,2,1,1,5,13397130,6
3610,1,888,1,1,3,1,0,0,0,1,9910835,29
3611,2,973,1,1,3,1,2,1,0,5,9536960,13
3612,0,663,1,1,2,1,2,1,0,1,4408125,19
3613,2,700,1,1,2,1,2,0,1,6,8270600,40
3614,1,976,1,1,3,1,2,2,0,5,9801395,12
3615,4,2283,4,2,6,1,2,2,2,5,13852380,5
3616,4,1301,1,1,3,1,0,1,1,4,12099740,7
3617,0,1261,1,1,3,0,0,1,1,4,9634250,18
3618,4,2365,4,2,6,0,0,1,2,6,18624480,23
3619,2,958,1,1,3,0,2,0,1,6,9008060,12
3620,3,1587,2,1,4,1,1,0,1,2,8586060,23
3621,6,1977,2,1,5,1,0,0,1,4,22000360,32
3622,2,1137,1,1,3,0,2,1,1,6,10441640,5
3623,2,865,1,1,3,0,2,1,2,4,7775300,27
3624,2,1125,1,1,3,1,1,1,0,6,9248500,22
3625,0,1635,2,2,4,0,0,1,0,1,10620750,4
3626,4,2345,4,2,6,0,2,1,2,6,13355100,10
3627,2,1072,1,1,3,1,1,0,1,4,8569350,25
3628,4,2416,4,2,6,1,0,1,1,6,19635040,22
3629,3,1720,2,1,4,0,2,1,1,2,8420300,50
3630,0,727,1,1,2,1,2,0,1,2,5859875,12
3631,6,1970,2,1,5,1,2,1,2,5,16053550,40
3632,3,1891,3,2,5,1,2,2,1,6,12303400,44
3633,0,1227,1,1,3,1,1,2,1,0,6198000,6
3634,2,1253,2,1,4,1,2,1,1,5,11010960,8
3635,0,1278,1,1,3,0,0,1,2,4,10544750,21
3636,1,692,1,1,2,0,2,2,0,0,4678720,8
3637,2,1186,1,1,3,0,0,2,1,4,13042550,29
3638,4,1881,3,2,5,1,2,2,1,6,12666980,8
3639,2,898,1,1,3,1,2,0,2,6,10373360,6
3640,3,1661,2,1,4,1,1,2,2,0,8514030,28
3641,4,1536,2,1,4,0,1,1,1,5,8720100,15
3642,2,726,1,1,2,1,2,1,0,4,7187570,33
3643,1,961,1,1,3,1,0,1,1,1,10968170,18
3644,0,1356,2,2,4,1,1,2,0,4,7243250,42
3645,2,882,1,1,3,0,2,1,0,6,8665540,4
3646,0,1558,2,2,4,1,2,1,1,1,7898250,39
3647,0,1440,2,2,4,1,1,1,0,5,7859750,41
3648,0,691,1,1,2,1,2,1,1,2,6059625,20
3649,1,1255,2,2,4,0,1,0,1,6,10084565,10
3650,2,1009,1,1,3,1,0,2,1,5,13362600,24
3651,1,1065,1,1,3,0,1,0,2,0,6857075,5
3652,2,1065,1,1,3,1,1,1,1,6,9955700,38
3653,0,694,1,1,2,1,1,1,0,1,3807000,44
3654,2,1045,1,1,3,0,1,2,1,6,9020500,18
3655,0,730,1,1,2,1,1,1,0,4,5500000,32
3656,3,1871,3,2,5,0,2,2,1,1,8616750,49
3657,2,994,1,1,3,1,1,2,1,5,9475900,21
3658,5,1754,1,1,4,0,1,0,0,4,10917740,27
3659,4,2224,4,2,6,1,1,1,2,5,12196780,29
3660,0,836,1,1,2,0,2,1,0,0,3577000,21
3661,0,1399,2,2,4,0,0,2,0,6,11019000,39
3662,3,1950,3,2,5,1,1,0,2,4,11217570,10
3663,5,1519,1,1,4,1,2,1,2,5,13037450,39
3664,5,1605,1,1,4,1,2,1,0,5,12149050,40
3665,2,1230,2,1,4,0,0,2,1,5,14109250,7
3666,0,584,1,1,2,1,0,2,0,5,7439500,30
3667,3,1590,2,1,4,0,0,1,1,5,13277730,54
3668,3,1734,2,1,4,0,2,1,0,6,10180900,10
3669,2,786,1,1,2,0,0,1,2,5,10905100,6
3670,2,701,1,1,2,0,0,2,1,4,8513600,36
3671,1,783,1,1,2,1,2,1,0,5,8538070,38
3672,5,1739,1,1,4,0,2,1,1,5,12739970,14
3673,2,1127,1,1,3,0,1,1,2,5,8841600,31
3674,2,919,1,1,3,0,0,2,0,4,10180400,28
3675,2,902,1,1,3,0,2,1,1,5,8637740,4
3676,1,838,1,1,3,1,0,2,0,4,11197455,37
3677,2,1026,1,1,3,0,0,2,0,6,12388350,21
3678,0,1346,2,2,4,1,1,1,2,2,7441000,44
3679,4,1764,2,1,4,0,2,1,1,6,10950540,22
3680,2,825,1,1,3,1,0,1,1,5,11338250,14
3681,3,1542,2,1,4,1,1,1,1,6,10737270,11
3682,4,1869,3,2,5,0,2,2,2,5,11190500,16
3683,1,1291,2,2,4,0,1,1,0,1,6951120,27
3684,0,950,1,1,3,1,2,1,2,0,5628000,45
3685,0,680,1,1,2,1,0,0,1,5,8208000,32
3686,5,1579,1,1,4,1,2,1,2,4,12812990,30
3687,2,1047,1,1,3,1,2,1,0,5,9051140,37
3688,5,1660,1,1,4,1,0,0,0,5,18681200,29
3689,2,835,1,1,3,1,2,2,2,5,9220450,21
3690,5,1883,2,1,5,0,1,1,0,6,13316650,15
3691,1,1109,1,1,3,1,1,0,1,6,10039740,35
3692,1,995,1,1,3,1,2,2,0,2,8055010,34
3693,3,1747,2,1,4,1,2,1,1,6,12038110,32
3694,5,1529,1,1,4,1,1,2,2,4,11985700,35
3695,0,1034,1,1,3,1,2,1,1,6,8345500,37
3696,4,1302,1,1,3,0,0,1,1,5,11286720,26
3697,0,654,1,1,2,1,0,1,1,1,6754500,6
3698,2,1020,1,1,3,1,0,2,2,4,13245700,26
3699,0,506,1,1,2,0,0,1,0,6,6519250,27
3700,6,1955,2,1,5,1,1,2,2,5,13986310,42
3701,0,1653,2,2,4,0,0,1,1,5,12268750,24
3702,3,1820,3,2,5,1,1,1,1,6,11050340,32
3703,3,1508,2,1,4,1,0,1,0,1,12035430,8
3704,0,1292,1,1,3,0,0,2,1,1,8974750,17
3705,5,1922,2,1,5,0,0,0,2,5,21208080,23
3706,0,584,1,1,2,0,2,1,0,1,3928250,11
3707,5,1839,2,1,5,1,1,1,2,4,13903480,14
3708,3,1879,3,2,5,0,1,2,0,6,9900740,32
3709,0,1199,1,1,3,0,2,1,0,6,7329125,31
3710,2,1181,1,1,3,1,1,1,2,6,11060050,11
3711,2,1068,1,1,3,0,2,1,0,6,9087160,12
3712,3,1686,2,1,4,1,2,1,2,6,12026070,25
3713,4,2242,4,2,6,1,2,2,2,4,13547460,11
3714,2,1259,2,1,4,0,1,0,2,5,9574950,17
3715,6,1843,2,1,5,1,2,0,0,4,13613320,29
3716,6,1924,2,1,5,1,2,1,1,4,14480950,19
3717,2,1144,1,1,3,0,0,0,2,4,12649650,30
3718,0,542,1,1,2,1,0,1,1,5,7689500,26
3719,5,1515,1,1,4,0,1,2,0,6,10864880,39
3720,1,630,1,1,2,0,0,0,2,5,9683840,15
3721,3,1671,2,1,4,0,1,2,2,6,10676510,17
3722,0,1047,1,1,3,0,1,1,2,2,6066000,18
3723,5,1595,1,1,4,1,0,1,0,4,17471500,29
3724,1,1299,2,2,4,0,2,0,0,1,8087365,11
3725,5,1626,1,1,4,1,2,0,2,4,12837890,37
3726,0,801,1,1,2,0,1,2,2,1,5038250,17
3727,2,1089,1,1,3,1,0,1,1,4,13099400,4
3728,5,1955,2,1,5,0,1,0,0,4,11575870,11
3729,4,1708,2,1,4,0,0,1,1,4,13502140,17
3730,6,1697,1,1,4,1,2,1,1,5,14121610,10
3731,6,1975,2,1,5,0,1,1,1,4,12643190,12
3732,3,1966,3,2,5,1,1,2,1,6,11333130,49
3733,5,1791,1,1,4,0,2,2,1,5,14020280,15
3734,3,1890,3,2,5,1,0,1,1,2,15850840,6
3735,0,967,1,1,3,0,1,0,1,0,3891250,29
3736,5,1711,1,1,4,0,2,1,2,6,14106990,12
3737,4,1583,2,1,4,0,2,1,2,6,10848760,25
3738,1,1274,2,2,4,1,1,1,1,5,10736530,22
3739,0,1356,2,2,4,0,1,2,2,2,6683750,44
3740,2,1144,1,1,3,1,1,1,0,5,8969400,36
3741,2,1129,1,1,3,0,2,0,0,6,9117330,16
3742,1,695,1,1,2,1,0,0,0,2,9132865,11
3743,2,867,1,1,3,1,1,2,0,5,8325850,14
3744,4,1501,2,1,4,0,1,2,2,5,9155320,26
3745,3,1896,3,2,5,1,2,0,0,6,11606300,14
3746,0,1449,2,2,4,0,1,1,0,1,5464000,17
3747,5,1700,1,1,4,0,2,1,0,4,11926600,5
3748,3,1829,3,2,5,0,1,2,0,4,8669050,15
3749,2,1178,1,1,3,1,2,1,1,5,10285360,33
3750,4,1460,2,1,4,0,1,2,1,6,9213320,16
3751,5,1807,2,1,5,1,1,1,1,6,13308490,36
3752,1,1103,1,1,3,1,0,0,2,2,13089560,24
3753,2,992,1,1,3,0,1,1,2,5,8611350,21
3754,1,1268,2,2,4,0,1,2,1,5,9952510,14
3755,5,1890,2,1,5,0,1,1,0,4,11505040,17
3756,0,670,1,1,2,0,1,1,2,2,5136000,15
3757,0,1236,1,1,3,1,1,1,2,2,7416000,15
3758,0,1256,1,1,3,0,1,1,1,2,6081000,28
3759,2,1071,1,1,3,1,0,0,2,6,14402200,16
3760,2,1217,2,1,4,1,2,0,2,6,11863790,10
3761,0,1488,2,2,4,1,1,0,2,0,6997500,14
3762,4,2162,3,2,5,1,0,1,1,5,17248780,29
3763,3,1623,2,1,4,1,0,0,2,0,13518220,20
3764,5,1585,1,1,4,0,0,0,1,6,17934280,44
3765,4,2237,4,2,6,0,1,2,2,6,12183080,24
3766,0,1662,2,2,4,0,1,1,0,6,8532500,26
3767,1,819,1,1,3,0,0,1,0,6,10569040,35
3768,4,2348,4,2,6,0,2,2,2,4,12021160,29
3769,1,604,1,1,2,1,2,1,2,6,9000305,27
3770,6,1849,2,1,5,0,1,2,1,4,12412950,29
3771,0,1617,2,2,4,1,2,0,2,5,10281375,46
3772,4,1733,2,1,4,0,0,1,2,5,14773100,15
3773,2,802,1,1,3,1,2,0,0,4,7178990,35
3774,1,1081,1,1,3,0,0,0,1,1,10970740,36
3775,1,1243,2,2,4,1,1,1,0,2,8270125,35
3776,0,1430,2,2,4,0,1,1,1,5,7514750,37
3777,4,1707,2,1,4,0,2,2,1,5,9737060,25
3778,4,1317,1,1,3,0,0,1,2,4,11665400,9
3779,0,1128,1,1,3,1,2,0,1,0,5441000,48
3780,4,2458,4,2,6,0,1,2,2,4,11375820,21
3781,2,1091,1,1,3,0,2,2,0,4,7697920,23
3782,3,1795,2,1,4,1,2,2,2,5,11809800,40
3783,4,2481,4,2,6,1,1,1,2,6,14276060,13
3784,2,1095,1,1,3,1,0,1,2,4,13888700,18
3785,6,1759,1,1,4,0,1,2,1,5,11863220,36
3786,5,1774,1,1,4,1,1,2,2,6,13785170,40
3787,4,2314,4,2,6,1,2,1,1,6,14159480,19
3788,5,1695,1,1,4,1,1,1,0,5,11994050,35
3789,2,1099,1,1,3,0,0,0,2,6,13266650,31
3790,6,1547,1,1,4,1,1,1,2,6,13597890,37
3791,1,927,1,1,3,0,0,2,1,1,10431690,5
3792,5,1966,2,1,5,0,1,0,0,5,11752460,33
3793,4,1541,2,1,4,0,0,1,2,5,13945940,16
3794,3,1978,3,2,5,1,2,1,0,5,10699280,49
3795,0,1208,1,1,3,1,0,0,2,4,10895000,24
3796,0,659,1,1,2,0,1,0,2,4,5882500,20
3797,6,1834,2,1,5,0,1,2,1,6,13990830,9
3798,2,792,1,1,2,1,2,1,1,4,8344040,8
3799,2,1262,2,1,4,0,2,1,1,6,10773390,27
3800,2,767,1,1,2,1,2,1,2,4,8320290,34
3801,0,1225,1,1,3,0,2,1,0,0,4243125,35
3802,2,732,1,1,2,1,1,0,2,4,7978600,3
3803,0,1647,2,2,4,1,2,1,2,6,11117625,22
3804,4,1344,2,1,4,1,1,2,1,4,8991380,9
3805,1,807,1,1,3,1,2,0,1,1,7081160,24
3806,0,631,1,1,2,1,0,2,2,4,8269500,22
3807,6,1775,1,1,4,1,1,0,1,4,12397590,22
3808,1,753,1,1,2,1,1,2,0,0,5716935,29
3809,4,1952,3,2,5,1,1,1,2,5,11148980,19
3810,2,1021,1,1,3,1,1,2,2,4,9320800,15
3811,2,1126,1,1,3,1,1,0,2,4,9282050,22
3812,4,2397,4,2,6,1,1,1,2,5,12753880,13
3813,2,1059,1,1,3,1,0,0,2,6,14246650,26
3814,4,1625,2,1,4,1,1,2,2,4,9902600,29
3815,0,1080,1,1,3,1,0,2,2,2,10254500,6
3816,4,2254,4,2,6,1,2,2,1,4,12428040,7
3817,3,1696,2,1,4,0,0,0,2,2,13594630,9
3818,3,1943,3,2,5,0,2,0,2,4,10774250,39
3819,4,1499,2,1,4,0,0,1,1,6,13324620,11
3820,3,1782,2,1,4,1,0,1,2,0,14471520,26
3821,5,1505,1,1,4,0,0,2,0,6,17242780,19
3822,4,2050,3,2,5,1,0,1,2,4,16814260,13
3823,5,1665,1,1,4,1,1,1,2,4,12639580,43
3824,0,1391,2,2,4,1,1,1,1,1,6642000,25
3825,5,1797,1,1,4,1,1,1,2,5,13049510,43
3826,6,1514,1,1,4,0,0,2,0,5,16835310,28
3827,1,786,1,1,2,1,2,2,2,6,10371250,10
3828,3,1991,3,2,5,1,0,0,0,0,13805110,37
3829,3,1814,3,2,5,0,0,2,2,0,13975040,7
3830,0,504,1,1,2,0,2,1,2,0,3454000,28
3831,1,1215,2,2,4,1,0,1,2,6,16693265,11
3832,6,1934,2,1,5,0,1,1,2,6,14154820,26
3833,4,1691,2,1,4,1,0,1,1,5,14691200,29
3834,2,1294,2,1,4,1,0,1,1,6,15704500,13
3835,4,2268,4,2,6,0,2,1,2,4,11645200,12
3836,0,615,1,1,2,0,0,2,1,5,7284250,19
3837,0,1640,2,2,4,1,2,2,2,4,10169750,17
3838,2,832,1,1,3,0,2,0,2,6,9252340,10
3839,5,1919,2,1,5,0,1,0,0,6,12308240,37
3840,3,1788,2,1,4,0,2,0,2,2,9689440,16
3841,6,1674,1,1,4,1,2,0,2,4,13280420,40
3842,2,723,1,1,2,0,2,1,1,6,7603010,38
3843,1,990,1,1,3,0,0,1,2,0,10631860,23
3844,4,2219,3,2,5,0,0,1,2,5,17449820,20
3845,1,1167,1,1,3,0,1,2,1,2,7904525,35
3846,6,1566,1,1,4,0,0,1,0,5,17187060,28
3847,2,1053,1,1,3,1,2,1,0,6,10137210,3
3848,3,1781,2,1,4,0,0,2,2,1,13206150,55
3849,4,2470,4,2,6,0,2,1,2,4,12792980,29
3850,3,1612,2,1,4,0,2,0,2,1,8690980,14
3851,4,1418,2,1,4,1,1,1,1,4,8878740,17
3852,2,1032,1,1,3,1,1,2,2,5,9629850,31
3853,0,1430,2,2,4,1,0,2,1,6,12919750,33
3854,2,812,1,1,3,1,0,0,2,6,12347950,8
3855,0,571,1,1,2,1,1,2,1,0,4627500,15
3856,3,1709,2,1,4,1,0,2,1,1,13822920,26
3857,2,1128,1,1,3,0,0,2,0,5,12072650,35
3858,4,1731,2,1,4,0,2,2,2,5,11270960,6
3859,3,1620,2,1,4,1,0,2,0,4,13957610,12
3860,3,1581,2,1,4,1,0,2,0,2,13356200,9
3861,5,1672,1,1,4,1,2,1,1,6,14477850,17
3862,2,1266,2,1,4,1,1,0,1,4,9077550,29
3863,2,1298,2,1,4,1,2,1,2,6,11998010,25
3864,6,1952,2,1,5,1,1,0,1,6,13942350,45
3865,4,2386,4,2,6,1,2,1,1,5,12941380,23
3866,2,1058,1,1,3,1,1,1,1,4,8598500,21
3867,1,987,1,1,3,1,1,0,1,4,9200725,15
3868,0,1256,1,1,3,0,0,1,0,4,9393000,11
3869,4,1824,3,2,5,0,0,1,1,5,15122540,7
3871,1,796,1,1,2,1,0,0,0,1,9737150,10
3872,2,1031,1,1,3,0,2,0,1,6,9241670,40
3873,2,1114,1,1,3,1,1,1,1,5,9688300,5
3874,5,1567,1,1,4,0,2,1,0,5,11630020,43
3875,1,1282,2,2,4,1,2,0,2,0,9301605,27
3876,2,957,1,1,3,1,2,1,0,4,8292190,22
3877,6,1510,1,1,4,0,0,2,1,4,16300260,32
3878,0,1005,1,1,3,1,2,1,1,4,7525375,8
3879,3,1824,3,2,5,0,1,2,0,0,6911070,30
3880,2,837,1,1,3,1,0,1,0,4,10563700,18
3881,1,1103,1,1,3,0,1,1,1,2,7693965,11
3882,0,1386,2,2,4,0,2,1,1,5,8418500,5
3883,3,1588,2,1,4,1,0,2,0,0,11516250,44
3884,2,792,1,1,2,0,0,1,1,6,10567050,35
3885,2,1241,2,1,4,1,1,1,0,5,8939050,35
3886,4,1571,2,1,4,1,2,1,1,6,11648840,11
3887,2,770,1,1,2,0,0,1,0,5,8883750,33
3888,5,1707,1,1,4,0,0,1,0,4,17363590,42
3889,6,1840,2,1,5,1,1,1,2,6,14477820,41
3890,0,972,1,1,3,0,2,0,2,4,6399750,42
3891,1,1000,1,1,3,0,2,0,0,5,8348770,18
3892,6,1888,2,1,5,1,1,1,2,5,13764960,38
3893,0,557,1,1,2,1,2,2,0,0,3210125,37
3894,2,1180,1,1,3,0,2,1,2,4,8889850,27
3895,2,1219,2,1,4,1,2,0,0,5,9951030,4
3896,0,943,1,1,3,1,0,2,1,2,8776500,26
3897,2,1133,1,1,3,1,1,1,2,4,9468000,16
3898,1,1153,1,1,3,1,1,1,2,0,8350260,23
3899,3,1618,2,1,4,1,0,2,2,6,16354300,30
3900,0,1246,1,1,3,1,0,1,0,0,7957500,37
3901,4,2389,4,2,6,0,0,1,1,6,18402940,27
3902,4,2227,4,2,6,0,1,1,1,6,11820720,6
3903,5,1853,2,1,5,1,1,1,2,5,13761350,30
3904,2,926,1,1,3,0,0,0,2,6,11939850,27
3905,6,1517,1,1,4,0,2,1,0,5,11712660,25
3906,4,1721,2,1,4,0,1,2,1,4,9225240,22
3907,0,1231,1,1,3,0,1,2,2,0,5711000,17
3908,0,1090,1,1,3,1,1,2,0,0,4876500,49
3909,3,1590,2,1,4,1,0,1,0,4,13925230,8
3910,0,1353,2,2,4,1,2,0,1,2,7507375,34
3911,5,1610,1,1,4,1,2,0,2,5,13545830,29
3912,6,1883,2,1,5,1,2,1,1,5,14866620,29
3913,2,1029,1,1,3,1,0,0,2,5,13376150,29
3914,2,1285,2,1,4,1,1,2,2,6,11819950,29
3915,1,1210,2,2,4,1,0,1,0,1,12495925,35
3916,0,774,1,1,2,0,1,1,2,0,4182250,38
3917,2,940,1,1,3,0,2,0,2,5,9064800,3
3918,3,1893,3,2,5,1,2,1,1,1,9995770,31
3919,2,857,1,1,3,0,1,0,2,4,7377300,30
3920,6,1563,1,1,4,0,2,1,0,4,11277710,6
3921,3,1634,2,1,4,0,2,2,1,4,9643920,16
3922,4,1483,2,1,4,0,1,1,1,5,8756780,19
3923,6,1902,2,1,5,1,0,2,2,4,21789460,12
3924,6,1638,1,1,4,1,2,2,2,4,13906030,37
3925,5,1877,2,1,5,1,0,2,2,5,21810920,25
3926,2,751,1,1,2,1,2,0,0,6,8484620,17
3927,4,1873,3,2,5,0,0,1,2,5,15494260,23
3928,2,1021,1,1,3,1,1,2,0,4,8387750,25
3929,0,1448,2,2,4,1,0,1,2,6,13435000,23
3930,0,720,1,1,2,0,2,1,2,5,6352250,38
3931,5,1514,1,1,4,0,2,2,2,5,12279230,28
3932,4,2347,4,2,6,0,2,1,2,6,12885880,27
